epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,357.341,0.4724,0.22019,0.00788,0.98531,0.99175,0.995,0.91454,0.38656,0.13778,0.00842,0.000572054,0.000572054,0.000572054
51,362.476,0.49961,0.24474,0.00854,0.98312,0.99675,0.995,0.92915,0.36356,0.12732,0.00775,0.000561055,0.000561055,0.000561055
52,367.6,0.47589,0.21856,0.00789,0.98652,0.9943,0.995,0.91731,0.37755,0.12485,0.0084,0.000550056,0.000550056,0.000550056
53,372.647,0.45281,0.21784,0.00753,0.95739,0.99793,0.995,0.92721,0.3755,0.14809,0.00796,0.000539057,0.000539057,0.000539057
54,377.687,0.45752,0.20934,0.0076,0.97288,0.9984,0.995,0.91966,0.40477,0.12448,0.0094,0.000528058,0.000528058,0.000528058
55,382.811,0.44663,0.2214,0.00748,0.99019,0.99376,0.995,0.91276,0.40692,0.11877,0.00925,0.000517059,0.000517059,0.000517059
56,387.839,0.45002,0.23332,0.00757,0.99129,0.99613,0.995,0.9228,0.37859,0.14359,0.00785,0.00050606,0.00050606,0.00050606
57,392.845,0.43864,0.22293,0.00743,0.99143,0.98968,0.995,0.92512,0.39653,0.13723,0.00849,0.000495062,0.000495062,0.000495062
58,397.899,0.44697,0.22868,0.00737,0.98941,0.98776,0.995,0.93046,0.35953,0.13523,0.00771,0.000484063,0.000484063,0.000484063
59,403.105,0.43551,0.20486,0.00723,0.98783,0.99683,0.995,0.92976,0.37074,0.11269,0.00797,0.000473064,0.000473064,0.000473064
60,408.142,0.44724,0.22254,0.0073,0.98329,0.99974,0.995,0.92372,0.37921,0.12549,0.00801,0.000462065,0.000462065,0.000462065
61,413.158,0.42234,0.19786,0.00707,0.97061,0.98599,0.99313,0.93109,0.39435,0.14274,0.00853,0.000451066,0.000451066,0.000451066
62,418.27,0.43935,0.22425,0.00732,0.98664,0.99631,0.995,0.92428,0.38632,0.11946,0.00831,0.000440067,0.000440067,0.000440067
63,423.392,0.43082,0.20922,0.00728,0.98373,0.9937,0.995,0.91751,0.39411,0.13696,0.00868,0.000429068,0.000429068,0.000429068
64,428.387,0.43011,0.20878,0.00746,0.99197,0.99119,0.995,0.91125,0.39148,0.12375,0.00834,0.000418069,0.000418069,0.000418069
65,433.407,0.4438,0.21461,0.00732,0.98631,1,0.995,0.92391,0.37224,0.12468,0.00804,0.00040707,0.00040707,0.00040707
66,438.485,0.40149,0.19487,0.00661,0.98635,0.99683,0.995,0.91759,0.3903,0.11941,0.00859,0.000396071,0.000396071,0.000396071
67,443.518,0.3869,0.19018,0.00621,0.97249,0.99742,0.992,0.9245,0.36081,0.13299,0.00768,0.000385073,0.000385073,0.000385073
68,448.539,0.42926,0.21773,0.00732,0.99498,0.9726,0.995,0.92513,0.36379,0.13163,0.00775,0.000374074,0.000374074,0.000374074
69,453.578,0.40858,0.20859,0.00673,0.99269,1,0.995,0.92334,0.3743,0.11585,0.00821,0.000363075,0.000363075,0.000363075
70,458.724,0.40687,0.18794,0.00677,0.9612,0.99432,0.995,0.91769,0.37051,0.14864,0.008,0.000352076,0.000352076,0.000352076
71,463.736,0.39088,0.1835,0.00627,0.97845,0.98096,0.995,0.9284,0.35823,0.11984,0.00763,0.000341077,0.000341077,0.000341077
72,468.779,0.40251,0.18931,0.00676,0.98421,0.98844,0.995,0.91799,0.37306,0.14128,0.00818,0.000330078,0.000330078,0.000330078
73,473.805,0.38814,0.19028,0.00634,0.97727,0.99866,0.995,0.92931,0.34015,0.11512,0.00711,0.000319079,0.000319079,0.000319079
74,478.928,0.37754,0.16969,0.00614,0.98745,0.99054,0.995,0.9251,0.33579,0.10614,0.00702,0.00030808,0.00030808,0.00030808
75,483.954,0.37145,0.17586,0.00609,0.99419,0.9798,0.9935,0.92836,0.3659,0.13363,0.00813,0.000297081,0.000297081,0.000297081
76,488.957,0.39199,0.19308,0.00652,0.99092,1,0.995,0.93623,0.35425,0.11166,0.00755,0.000286083,0.000286083,0.000286083
77,494.052,0.38335,0.17328,0.0062,0.99496,0.988,0.995,0.93452,0.34261,0.11092,0.00718,0.000275084,0.000275084,0.000275084
78,499.178,0.36718,0.17196,0.00595,0.98544,0.99404,0.995,0.93043,0.36,0.11408,0.00789,0.000264085,0.000264085,0.000264085
79,504.231,0.38174,0.18697,0.00644,0.9939,0.993,0.995,0.93181,0.34551,0.11614,0.00749,0.000253086,0.000253086,0.000253086
80,509.267,0.36765,0.16994,0.00603,0.99243,0.99373,0.995,0.93084,0.3518,0.11177,0.00736,0.000242087,0.000242087,0.000242087
81,514.272,0.36379,0.16562,0.0061,0.97412,0.9972,0.995,0.93977,0.34303,0.12279,0.00721,0.000231088,0.000231088,0.000231088
82,519.471,0.36018,0.16036,0.00574,0.99577,0.99806,0.995,0.92826,0.36037,0.11577,0.00791,0.000220089,0.000220089,0.000220089
83,524.508,0.36842,0.16918,0.00589,0.99438,1,0.995,0.93005,0.35133,0.10507,0.0075,0.00020909,0.00020909,0.00020909
84,529.546,0.35807,0.17703,0.00582,0.99036,1,0.995,0.93169,0.33871,0.11003,0.00705,0.000198091,0.000198091,0.000198091
85,534.539,0.35269,0.16844,0.00562,0.99801,1,0.995,0.93256,0.35455,0.10562,0.00741,0.000187092,0.000187092,0.000187092
86,539.658,0.35242,0.15832,0.00579,0.98408,0.9967,0.995,0.92439,0.3584,0.11356,0.0075,0.000176094,0.000176094,0.000176094
87,544.672,0.3456,0.15551,0.00557,0.99623,0.98427,0.995,0.94125,0.34188,0.11222,0.00711,0.000165095,0.000165095,0.000165095
88,549.783,0.35713,0.16642,0.00599,0.99836,1,0.995,0.92848,0.33907,0.10435,0.007,0.000154096,0.000154096,0.000154096
89,554.8,0.34904,0.16763,0.00556,0.99345,0.98913,0.995,0.93006,0.337,0.10303,0.00691,0.000143097,0.000143097,0.000143097
90,559.925,0.35383,0.16651,0.00573,0.99911,1,0.995,0.93437,0.33526,0.09999,0.00675,0.000132098,0.000132098,0.000132098
91,565.549,0.25942,0.10282,0.0069,0.99148,1,0.995,0.92454,0.34717,0.10566,0.00709,0.000121099,0.000121099,0.000121099
92,570.465,0.24717,0.09653,0.00664,0.97872,1,0.995,0.93337,0.33447,0.12117,0.00685,0.0001101,0.0001101,0.0001101
93,575.346,0.23766,0.08609,0.00625,0.97404,0.99629,0.995,0.92836,0.33667,0.1105,0.00703,9.91012e-05,9.91012e-05,9.91012e-05
94,580.371,0.23355,0.09488,0.00617,0.98657,1,0.995,0.92816,0.34049,0.10649,0.00705,8.81023e-05,8.81023e-05,8.81023e-05
95,585.298,0.21891,0.0866,0.00561,0.99101,0.98869,0.995,0.93093,0.33724,0.1152,0.00696,7.71034e-05,7.71034e-05,7.71034e-05
96,590.222,0.22595,0.08735,0.00598,0.98704,0.97796,0.9935,0.93575,0.347,0.13569,0.00724,6.61045e-05,6.61045e-05,6.61045e-05
97,595.214,0.22077,0.08902,0.0056,0.99129,0.98641,0.995,0.93418,0.3377,0.10994,0.0069,5.51056e-05,5.51056e-05,5.51056e-05
98,600.137,0.21683,0.08267,0.00549,0.99032,0.99558,0.995,0.93206,0.34618,0.10801,0.00717,4.41067e-05,4.41067e-05,4.41067e-05
99,605.051,0.21348,0.08376,0.00561,0.98474,0.97987,0.995,0.92961,0.33875,0.12892,0.00693,3.31078e-05,3.31078e-05,3.31078e-05
100,609.955,0.21733,0.09042,0.00551,0.99443,0.98167,0.9935,0.93115,0.33622,0.12025,0.00683,2.21089e-05,2.21089e-05,2.21089e-05
